0.027495321,0.994140691,1.746005697
0.029701348,0.992389303,1.739212742
0.033232353,0.990060054,1.731455081
0.033282207,0.98718351,1.722810944
0.031204471,0.983789504,1.713353234
0.026574352,0.979906899,1.703149587
0.026604908,0.975563433,1.69226253
0.033074356,0.970785633,1.680749749
0.029394629,0.965598765,1.668664228
0.028697402,0.960026844,1.656055043
0.023835282,0.954092539,1.642965743
0.031143463,0.947817601,1.629441792
0.028499598,0.941221398,1.615504111
0.027587556,0.934331245,1.601282166
0.032729162,0.927331667,1.587393305
0.026314087,0.920434599,1.574210673
0.024623782,0.913761825,1.561889881
0.027277996,0.907388504,1.550521312
0.031235183,0.901366935,1.540166084
0.027807151,0.895741201,1.530880307
0.024570709,0.890553639,1.522724057
0.024607372,0.88584801,1.515765778
0.027476849,0.88167086,1.510083547
0.029666645,0.878072006,1.505764847
0.021845213,0.875104527,1.502905409
0.028906934,0.872824454,1.501607492
0.02546078,0.871290231,1.501977756
0.028472327,0.870562021,1.504124839
0.027720092,0.87070086,1.508156687
0.027744326,0.871767677,1.514177668
0.030835471,0.873822192,1.522285523
0.026415443,0.876921685,1.532568163
0.021430272,0.881119648,1.545100387
0.029666602,0.886464335,1.559940547
0.027763461,0.892997212,1.577127275
0.027740318,0.900751338,1.596676211
0.028917427,0.909749708,1.618577228
0.027453053,0.92000345,1.642790184
0.023003517,0.931507449,1.669232674
0.028282832,0.944235153,1.697770952
0.023774467,0.958136408,1.728222429
0.031047487,0.973140887,1.760371984
0.024344979,0.989163118,1.79398418
0.034079574,1.006106139,1.828810728
0.028769051,1.023864266,1.864595897
0.035567329,1.042325284,1.901080548
0.033781018,1.061372239,1.938005353
0.027641021,1.080884993,1.975113474
0.032561081,1.10074159,2.012152949
0.036733562,1.120819507,2.048878909
0.035283455,1.140996849,2.085055754
0.029990842,1.161153506,2.120459364
0.039145387,1.181172326,2.154879385
0.030854549,1.200940316,2.188121638
0.040908203,1.220349899,2.220010618
0.038509069,1.239300242,2.250392134
0.040615582,1.257698635,2.279135833
0.0341337,1.275461986,2.306138359
0.039781333,1.292518214,2.331324078
0.041759822,1.308808237,2.354654524
0.035942429,1.32428588,2.376104565
0.03524305,1.338925561,2.395761969
0.034828515,1.352683015,2.413351079
0.041011471,1.364950024,2.426943642
0.035676309,1.375066565,2.435559259
0.042858647,1.382746784,2.439064577
0.040961109,1.387910994,2.437612824
0.036550635,1.390593016,2.431499229
0.043097984,1.390881631,2.421067951
0.040202119,1.388892523,2.406674454
0.042882732,1.384753035,2.38866505
0.044400099,1.378593993,2.36736744
0.045379848,1.370545031,2.343086352
0.043282799,1.360731895,2.316102116
