0.901081666,0.661448541,0.442371833
0.901077355,0.661429231,0.442286378
0.901073548,0.66141158,0.442203253
0.901070251,0.66139561,0.442122492
0.901067469,0.661381346,0.442044132
0.901065209,0.661368811,0.441968206
0.901063477,0.661358029,0.441894749
0.90106228,0.661349023,0.441823798
0.901061623,0.661341816,0.441755386
0.901061513,0.661336432,0.441689548
0.901061955,0.661332895,0.44162632
0.901062957,0.661331228,0.441565737
0.901064524,0.661331455,0.441507833
0.901066662,0.661333599,0.441452644
0.901069377,0.661337683,0.441400205
0.901072677,0.661343732,0.441350551
0.901076565,0.661351769,0.441303718
0.90108105,0.661361817,0.441259739
0.901086137,0.6613739,0.441218651
0.901091831,0.661388041,0.441180489
0.90109814,0.661404265,0.441145288
0.901105069,0.661422593,0.441113083
0.901112625,0.661443051,0.441083909
0.901120813,0.661465661,0.441057802
0.901129639,0.661490447,0.441034797
0.90113911,0.661517433,0.44101493
0.901149232,0.661546642,0.440998235
0.90116001,0.661578098,0.440984748
0.901171451,0.661611824,0.440974505
0.901183561,0.661647844,0.440967541
0.901196346,0.661686181,0.440963892
0.901209811,0.661726859,0.440963592
0.901223964,0.661769902,0.440966678
0.90123881,0.661815333,0.440973185
0.901254354,0.661863175,0.440983149
0.901270604,0.661913453,0.440996605
0.901287565,0.66196619,0.441013589
0.901305242,0.662021409,0.441034136
0.901323643,0.662079134,0.441058283
0.901342773,0.662139388,0.441086064
0.901362638,0.662202196,0.441117516
0.901383244,0.662267581,0.441152675
0.901404597,0.662335566,0.441191576
0.901426703,0.662406176,0.441234255
0.901449568,0.662479433,0.441280748
0.901473198,0.662555362,0.441331091
0.901497598,0.662633985,0.44138532
0.901522776,0.662715328,0.441443471
0.901548737,0.662799413,0.44150558
0.901575486,0.662886263,0.441571683
0.90160303,0.662975904,0.441641815
0.901631375,0.663068358,0.441716014
0.901660527,0.663163649,0.441794315
0.901690491,0.663261801,0.441876755
0.901721274,0.663362837,0.441963369
0.901752881,0.663466782,0.442054194
0.901785319,0.663573659,0.442149267
0.901818593,0.663683491,0.442248623
0.901852709,0.663796304,0.442352299
0.901887673,0.663912119,0.442460331
0.901923491,0.664030961,0.442572757
0.90196017,0.664152854,0.442689611
0.901997714,0.664277822,0.442810932
0.90203613,0.664405888,0.442936755
0.902075424,0.664537076,0.443067115
0.9021156,0.664671404,0.44320204
0.902156662,0.664808883,0.443341549
0.902198609,0.664949514,0.443485643
0.902241438,0.665093284,0.443634312
0.902285143,0.665240171,0.44378753
0.902329712,0.665390137,0.443945255
0.90237513,0.665543134,0.44410743
0.90242138,0.665699103,0.444273983
0.90246844,0.665857973,0.44444483
0.902516285,0.666019665,0.444619873
0.902564889,0.666184091,0.444799001
0.902614222,0.666351153,0.444982095
0.902664252,0.666520748,0.445169023
0.902714947,0.666692765,0.445359643
0.902766271,0.66686709,0.445553809
0.902818188,0.667043599,0.445751357
0.902870659,0.66722217,0.445952143
0.902923648,0.667402664,0.446155923
0.902977112,0.667584976,0.446362784
0.903031018,0.667768865,0.44657156
0.903085298,0.667954578,0.446785735
0.90313957,0.668137786,0.446983107
0.903173446,0.6682145,0.446989196
0.903150236,0.668048318,0.446657144
0.903038612,0.667555067,0.445908603
0.902817657,0.666690704,0.444704618
0.902476798,0.665440321,0.443034617
0.902013623,0.663807825,0.440905763
0.901431492,0.661808954,0.438336223
0.900737465,0.659466343,0.435350407
0.899940718,0.656806199,0.431975824
