43207.43479,43492.78709,43409.85034
43213.64751,43515.31603,43443.35914
43220.01047,43538.15774,43477.20089
43226.48472,43561.22649,43511.27983
43233.04071,43584.45855,43545.52612
43239.65604,43607.80655,43579.88876
43246.31383,43631.23542,43614.3309
43253.00128,43654.71877,43648.82444
43259.70893,43678.23842,43683.35379
43266.4291,43701.77571,43717.88935
43273.15811,43725.33626,43752.47785
43279.88538,43748.85165,43786.8986
43286.63217,43772.54222,43821.94138
43293.25494,43795.12871,43852.81694
43299.1358,43813.03258,43874.77823
43304.01693,43826.38358,43890.62448
43307.88413,43835.9513,43901.32898
43310.79443,43842.30467,43907.67255
43312.81814,43845.78937,43910.00453
43314.00985,43846.56847,43908.4573
43314.40126,43844.6792,43903.00011
43314.00193,43840.07607,43893.50682
43312.80374,43832.66409,43879.79803
43310.78628,43822.32336,43861.67388
43307.92194,43808.92716,43838.93744
43304.18031,43792.35539,43811.41166
43299.53186,43772.50428,43778.95168
43293.95074,43749.29349,43741.45356
43287.41698,43722.67125,43698.86061
43279.91813,43692.61801,43651.16775
43271.45048,43659.14905,43598.42468
43262.01997,43622.31632,43540.73808
43251.64276,43582.20976,43478.27307
43240.34569,43538.95819,43411.25455
43228.16659,43492.7298,43339.96703
43215.15454,43443.73364,43264.759
43201.36961,43392.21603,43186.0292
43186.88549,43338.48419,43104.31501
43171.80166,43282.97883,43020.39877
43156.24963,43226.27768,42935.24853
43140.38593,43169.02353,42849.84676
43124.37419,43111.82644,42765.06736
43108.37445,43055.24396,42681.69708
43092.5379,42999.77943,42600.43646
43077.00414,42945.88256,42521.90471
43061.89989,42893.95053,42446.64253
43047.33825,42844.32905,42375.11479
43033.41848,42797.31346,42307.7126
43020.22594,42753.14978,42244.75524
43007.83207,42712.03575,42186.49172
42996.29457,42674.12177,42133.10214
42985.65755,42639.51188,42084.69893
42975.95168,42608.26454,42041.32791
42967.19442,42580.39344,42002.96905
42959.39024,42555.86825,41969.53762
42952.53075,42534.61482,41940.88347
42946.59506,42516.51714,41916.79642
42941.54938,42501.41241,41896.98837
42937.34935,42489.111,41881.16174
42933.9321,42479.32336,41868.75482
42931.24642,42471.93343,41859.8928
42929.14078,42465.97882,41851.83939
42927.92594,42464.66985,41857.12704
42929.24291,42477.62495,41888.73352
42933.67342,42503.98403,41938.00807
