FP,0.1,24289.19537
FP,1,91036.28781
FP,10,152635.3774
Prod,0.1,170606.5028
Prod,1,167464.6017
Prod,10,165863.6018
FF,0.1,5774.521381
FF,1,21912.90842
FF,10,38605.94029
Cons,0.1,6238.853337
Cons,1,24083.6108
Cons,10,42931.29674
